response_id,readiness_index,practice_completion_rate,growth_points,assessment_form
relationship_response_4798,50.8,0.673,0.8,Form B
relationship_response_4799,54.7,0.599,25.8,Form B
relationship_response_4800,62.7,0.303,3.9,Form B
relationship_response_4801,91.2,0.731,23.8,Form B
relationship_response_4802,67.9,0.452,22.6,Form A
relationship_response_4803,49.1,0.651,16.8,Form B
relationship_response_4804,91.6,0.639,35.7,Form A
relationship_response_4805,30.7,0.101,1.2,Form C
relationship_response_4806,68.2,0.793,25.6,Form A
relationship_response_4807,73.4,0.717,24,Form B
relationship_response_4808,72.1,0.693,13.6,Form A
relationship_response_4809,65,0.53,27.1,Form B
relationship_response_4810,27,0.256,0.7,Form A
relationship_response_4811,64.7,0.802,22,Form C
relationship_response_4812,28.2,0.26,11.2,Form C
relationship_response_4813,20.7,0.26,1.6,Form B
relationship_response_4814,94.7,0.964,31.8,Form B
relationship_response_4815,79.4,0.823,19.9,Form B
relationship_response_4816,86.4,0.559,31.8,Form C
relationship_response_4817,66.4,0.834,27.3,Form C
relationship_response_4818,57.8,0.764,15,Form B
relationship_response_4819,43,0.208,9.7,Form C
relationship_response_4820,69.3,0.589,22.2,Form A
relationship_response_4821,57.1,0.542,9.5,Form B
relationship_response_4822,42.7,0.334,-3.1,Form B
relationship_response_4823,69.4,0.707,1.1,Form C
relationship_response_4824,20.8,0.123,-12.1,Form A
relationship_response_4825,45.7,0.221,-4.2,Form B
relationship_response_4826,70.6,0.261,11.9,Form C
relationship_response_4827,48.3,0.452,24.7,Form C
relationship_response_4828,76.3,0.636,15.2,Form B
relationship_response_4829,87.2,0.56,40.2,Form B
relationship_response_4830,67.1,0.511,19.1,Form B
relationship_response_4831,52.1,0.635,28,Form C
relationship_response_4832,34.2,0.337,-4.2,Form C
relationship_response_4833,74.1,0.735,42.9,Form A
relationship_response_4834,32.1,0.48,11.5,Form A
relationship_response_4835,80.9,0.893,20.2,Form B
relationship_response_4836,12.5,0.159,-8.2,Form C
relationship_response_4837,38.4,0.284,-11.1,Form A
relationship_response_4838,35,0.419,-3.3,Form C
relationship_response_4839,58.5,0.512,17.5,Form B
relationship_response_4840,51,0.283,-1,Form C
relationship_response_4841,44.3,0.276,9.9,Form A
relationship_response_4842,24,0.093,9.8,Form C
relationship_response_4843,38.9,0.475,-7,Form B
relationship_response_4844,72.6,0.531,29.1,Form A
relationship_response_4845,60.7,0.506,18.7,Form C
relationship_response_4846,36.2,0.301,-4.1,Form B
relationship_response_4847,52.5,0.661,9.3,Form C
relationship_response_4848,79.5,0.543,25,Form C
relationship_response_4849,70.7,0.669,12.9,Form A
relationship_response_4850,64.5,0.523,23,Form A
relationship_response_4851,50.4,0.14,2.1,Form A
relationship_response_4852,84.1,0.255,25.8,Form B
relationship_response_4853,78.2,0.617,16.8,Form C
relationship_response_4854,10.1,0.18,-3.4,Form C
relationship_response_4855,85.7,0.785,31.2,Form A
relationship_response_4856,50.2,0.523,18.7,Form A
relationship_response_4857,76.8,0.497,16.6,Form A
relationship_response_4858,22.7,0.113,-0.8,Form C
relationship_response_4859,49.5,0.629,10.8,Form A
relationship_response_4860,73.1,0.285,13.2,Form A
relationship_response_4861,60,0.586,24.6,Form A
relationship_response_4862,17.8,0.196,-1.8,Form C
relationship_response_4863,92,0.8,32.5,Form B
relationship_response_4864,42,0.17,-0.8,Form A
relationship_response_4865,89,0.648,28.3,Form C
relationship_response_4866,34.9,0.284,26.1,Form A
relationship_response_4867,3.9,0.096,-11.2,Form B
relationship_response_4868,72.1,0.653,15.3,Form A
relationship_response_4869,54.9,0.199,13.7,Form C
relationship_response_4870,47.2,0.581,14.5,Form B
relationship_response_4871,49,0.706,15.4,Form A
relationship_response_4872,65.6,0.794,25.8,Form A
relationship_response_4873,48.6,0.277,-6.7,Form A
relationship_response_4874,73.8,0.319,28.8,Form A
relationship_response_4875,22.2,0.25,-4.3,Form B
relationship_response_4876,90.6,0.887,36.1,Form A
relationship_response_4877,78.4,0.782,38.3,Form A
relationship_response_4878,54.5,0.314,8,Form A
relationship_response_4879,69.8,0.793,16.6,Form A
relationship_response_4880,75.9,0.658,38.6,Form A
relationship_response_4881,67.6,0.786,39.2,Form C
relationship_response_4882,15,0.111,15.2,Form B
relationship_response_4883,12.2,0.076,-6.4,Form A
relationship_response_4884,53.9,0.565,15.3,Form B
relationship_response_4885,42.4,0.207,1.2,Form C
relationship_response_4886,47.8,0.364,7.9,Form C
relationship_response_4887,77.3,0.882,17,Form C
relationship_response_4888,79.3,0.756,30.6,Form B
relationship_response_4889,84.9,0.607,28.2,Form A
relationship_response_4890,22.7,0.305,-9.5,Form A
relationship_response_4891,47.3,0.435,2.7,Form B
relationship_response_4892,49.1,0.35,18.8,Form A
relationship_response_4893,8.3,0.205,-7.5,Form C
relationship_response_4894,50.1,0.185,2.1,Form B
relationship_response_4895,57.9,0.739,27.2,Form B
relationship_response_4896,35.4,0.415,13.5,Form C
relationship_response_4897,74.8,0.792,25.1,Form C
relationship_response_4898,80.6,0.861,37.8,Form A
relationship_response_4899,71.5,0.891,21,Form C
relationship_response_4900,30.7,0.339,13.2,Form B
relationship_response_4901,63,0.213,5.6,Form B
relationship_response_4902,71.9,0.256,13.9,Form B
relationship_response_4903,42.5,0.373,8.5,Form A
relationship_response_4904,50.8,0.329,10.4,Form A
relationship_response_4905,57.3,0.566,13.3,Form A
relationship_response_4906,58.3,0.668,17.1,Form B
relationship_response_4907,54.6,0.367,8.6,Form B
relationship_response_4908,88.4,0.468,39.6,Form A
relationship_response_4909,47.5,0.303,11.1,Form A
relationship_response_4910,55.8,0.525,10.6,Form B
relationship_response_4911,54.6,0.118,-2.3,Form C
relationship_response_4912,44.2,0.291,8.8,Form C
relationship_response_4913,62.2,0.465,6.6,Form A
relationship_response_4914,13.4,0.106,3.6,Form B
relationship_response_4915,64.8,0.704,21.3,Form B
relationship_response_4916,85.7,0.345,14.1,Form C
relationship_response_4917,37.6,0.125,-15.3,Form B
relationship_response_4918,68.3,0.374,22.1,Form C
relationship_response_4919,76.4,0.817,28,Form B
relationship_response_4920,62.4,0.277,15.3,Form C
relationship_response_4921,71.8,0.398,18.3,Form C
relationship_response_4922,84.8,0.776,35.5,Form A
relationship_response_4923,34.8,0.462,31.1,Form C
relationship_response_4924,21.5,0.713,7.4,Form C
relationship_response_4925,22.4,0.179,0.2,Form B
relationship_response_4926,80.7,0.547,27.1,Form C
relationship_response_4927,46.9,0.485,6.5,Form C
relationship_response_4928,62.7,0.622,3.5,Form A
relationship_response_4929,82.6,0.664,23,Form C
relationship_response_4930,65.7,0.768,15.9,Form C
relationship_response_4931,64.1,0.4,14.8,Form B
relationship_response_4932,57.7,0.545,0.5,Form A
relationship_response_4933,64.1,0.797,7,Form C
relationship_response_4934,68.1,0.581,27.8,Form A
relationship_response_4935,52.9,0.609,11.8,Form B
relationship_response_4936,32.5,0.234,7.6,Form A
relationship_response_4937,39.2,0.22,3.7,Form B
relationship_response_4938,58.6,0.428,22,Form B
relationship_response_4939,69.7,0.264,7.7,Form C
relationship_response_4940,55.4,0.532,9.7,Form B
relationship_response_4941,28.4,0.312,10.9,Form C
relationship_response_4942,30.5,0.179,3.6,Form B
relationship_response_4943,83.8,0.67,35.1,Form C
relationship_response_4944,68.8,0.35,21.4,Form C
relationship_response_4945,60.7,0.32,0.6,Form B
relationship_response_4946,58.8,0.661,36.7,Form C
relationship_response_4947,95.5,0.682,35.2,Form B
relationship_response_4948,49.9,0.382,5.1,Form C
relationship_response_4949,50.4,0.27,13.6,Form A
relationship_response_4950,84.1,0.546,32.9,Form A
relationship_response_4951,69.2,0.678,40.3,Form B
relationship_response_4952,69.3,0.637,27,Form C
relationship_response_4953,72.9,0.559,29.7,Form B
relationship_response_4954,46.2,0.321,-1.3,Form A
relationship_response_4955,9.9,0.203,-6.2,Form B
relationship_response_4956,60.6,0.36,3.5,Form C
relationship_response_4957,59.5,0.774,32.7,Form B
relationship_response_4958,17,0.366,-3.2,Form B
relationship_response_4959,63.7,0.471,12.1,Form B
relationship_response_4960,55,0.758,24.2,Form C
relationship_response_4961,54.6,0.206,2.3,Form B
relationship_response_4962,82.8,0.705,33.9,Form A
relationship_response_4963,76.1,0.85,29.3,Form A
relationship_response_4964,78.4,0.747,26.9,Form C
relationship_response_4965,63.7,0.789,27.2,Form A
relationship_response_4966,81.5,0.594,33.8,Form B
relationship_response_4967,72.2,0.65,25.9,Form C
relationship_response_4968,87,0.321,37.9,Form B
relationship_response_4969,19.1,0.05,-20.7,Form B
relationship_response_4970,68.2,0.596,20.9,Form A
relationship_response_4971,78,0.684,24.7,Form A
relationship_response_4972,45.2,0.263,0.2,Form C
relationship_response_4973,51.1,0.419,9,Form C
relationship_response_4974,15.8,0.223,-0.3,Form C
relationship_response_4975,64,0.208,11.5,Form C
relationship_response_4976,19.5,0.33,-3.1,Form C
relationship_response_4977,44,0.3,11.2,Form A
relationship_response_4978,79.9,0.671,19.8,Form C
relationship_response_4979,57,0.645,3.9,Form B
relationship_response_4980,51.2,0.338,-7.8,Form C
relationship_response_4981,59.9,0.582,0.4,Form A
relationship_response_4982,14.1,0.221,7.5,Form A
relationship_response_4983,29.4,0.275,-1.9,Form B
relationship_response_4984,25.6,0.194,4.5,Form B
relationship_response_4985,39,0.6,7.3,Form C
relationship_response_4986,66.2,0.46,16.2,Form C
relationship_response_4987,69.1,0.386,31.4,Form A
relationship_response_4988,58,0.488,13.6,Form B
relationship_response_4989,83.1,0.712,37.3,Form A
relationship_response_4990,44.7,0.562,23.6,Form B
relationship_response_4991,44.6,0.468,8.7,Form C
relationship_response_4992,18,0.376,-8.1,Form C
relationship_response_4993,39.7,0.552,-0.3,Form B
relationship_response_4994,11.8,0.296,-2.4,Form C
relationship_response_4995,77.9,0.701,23.8,Form C
relationship_response_4996,36.8,0.429,3.7,Form B
relationship_response_4997,40.3,0.162,-13.1,Form B
relationship_response_4998,24.2,0.188,-4.2,Form C
relationship_response_4999,74.6,0.842,20.7,Form B
relationship_response_5000,74.3,0.403,10.2,Form C
relationship_response_5001,50.4,0.103,12.8,Form C
relationship_response_5002,56.1,0.397,17.5,Form C
relationship_response_5003,66.2,0.394,8.6,Form A
relationship_response_5004,34.8,0.5,8.2,Form B
relationship_response_5005,58.7,0.755,22.2,Form A
relationship_response_5006,85.6,0.767,43.9,Form B
relationship_response_5007,28.6,0.187,0.5,Form C
relationship_response_5008,13,0.387,-1.5,Form A
relationship_response_5009,31.8,0.293,-7.2,Form C
relationship_response_5010,47.7,0.389,-6.7,Form A
relationship_response_5011,15,0.143,-1.8,Form B
relationship_response_5012,64.5,0.662,10.9,Form C
relationship_response_5013,27.9,0.393,1.7,Form C
relationship_response_5014,57.1,0.581,18.1,Form B
relationship_response_5015,59.2,0.331,15.8,Form B
relationship_response_5016,60.9,0.598,6.9,Form C
relationship_response_5017,46.1,0.385,4.3,Form C
relationship_response_5018,89,0.689,41.2,Form A
relationship_response_5019,47.6,0.665,13.8,Form B
relationship_response_5020,55.5,0.627,14.4,Form B
relationship_response_5021,64.4,0.795,22.1,Form B
relationship_response_5022,67.5,0.652,21.8,Form B
relationship_response_5023,36.5,0.37,9.5,Form C
relationship_response_5024,30.6,0.099,11.5,Form C
relationship_response_5025,62.4,0.56,12.8,Form B
relationship_response_5026,58.6,0.258,31.6,Form A
relationship_response_5027,79.5,0.635,20.5,Form A
relationship_response_5028,44.7,0.538,-5.2,Form C
relationship_response_5029,40.8,0.297,0.6,Form A
relationship_response_5030,9.8,0.189,-16.2,Form A
relationship_response_5031,56.9,0.351,6.8,Form A
relationship_response_5032,67.9,0.637,17.7,Form A
relationship_response_5033,53.6,0.481,19.9,Form B
relationship_response_5034,42.4,0.156,1.8,Form A
relationship_response_5035,50.2,0.238,20.7,Form C
relationship_response_5036,28.7,0.409,8.6,Form A
relationship_response_5037,57.1,0.28,24.8,Form A
relationship_response_5038,15.9,0.034,-6.9,Form B
relationship_response_5039,54.2,0.521,20.5,Form A
relationship_response_5040,78.1,0.524,36.9,Form A
relationship_response_5041,71.1,0.553,22.2,Form A
relationship_response_5042,34.6,0.235,14.2,Form C
relationship_response_5043,21.6,0.12,-17.2,Form A
relationship_response_5044,73.2,0.407,24.6,Form B
relationship_response_5045,46.4,0.201,13.6,Form B
relationship_response_5046,82.1,0.926,27.2,Form A
relationship_response_5047,48.3,0.117,-5.6,Form B
relationship_response_5048,26.7,0.594,-1.3,Form A
relationship_response_5049,65.6,0.37,7.4,Form B
relationship_response_5050,72.1,0.723,20.5,Form A
relationship_response_5051,8.6,0.224,-22,Form A
relationship_response_5052,66.5,0.457,17.4,Form B
relationship_response_5053,51.2,0.793,16.1,Form A
relationship_response_5054,87.1,0.738,46.6,Form B
relationship_response_5055,13.8,0.026,-12.7,Form C
relationship_response_5056,78.2,0.909,33,Form A
relationship_response_5057,36.2,0.38,7.8,Form B
relationship_response_5058,71.4,0.164,11.6,Form A
relationship_response_5059,93.9,0.766,45.4,Form B
relationship_response_5060,34.1,0.355,5.1,Form B
relationship_response_5061,61.5,0.422,13.1,Form C
relationship_response_5062,71.7,0.617,21.5,Form B
relationship_response_5063,37.4,0.333,11.6,Form C
relationship_response_5064,25.2,0.389,6.4,Form A
relationship_response_5065,89.7,0.548,35.4,Form B
relationship_response_5066,50.6,0.425,7.7,Form B
relationship_response_5067,52.3,0.486,-9.5,Form B
relationship_response_5068,17.1,0.019,-6.4,Form B
relationship_response_5069,49.2,0.273,-5.8,Form C
relationship_response_5070,22.8,0.159,-1.7,Form B
relationship_response_5071,27.8,0.18,2.7,Form C
relationship_response_5072,72.7,0.296,23.9,Form A
relationship_response_5073,51.9,0.196,0.6,Form A
relationship_response_5074,83.5,0.704,44.9,Form C
relationship_response_5075,20.4,0.106,-4.6,Form A
relationship_response_5076,91,0.682,23.9,Form B
relationship_response_5077,23.6,0.201,-8.8,Form A
relationship_response_5078,29.6,0.157,-2.9,Form B
relationship_response_5079,62.5,0.79,19.5,Form C
relationship_response_5080,64.7,0.541,2.3,Form B
relationship_response_5081,63,0.7,31,Form A
relationship_response_5082,59.7,0.522,16.5,Form A
relationship_response_5083,82.7,0.447,31.6,Form A
relationship_response_5084,68.5,0.436,18.4,Form C
relationship_response_5085,21.4,0.103,0.2,Form B
relationship_response_5086,71.9,0.455,24.8,Form A
relationship_response_5087,47.9,0.418,16.6,Form A
relationship_response_5088,78.1,0.66,23.3,Form B
relationship_response_5089,64.6,0.511,16,Form C
relationship_response_5090,52.9,0.269,6.1,Form C
relationship_response_5091,24.1,0.132,6.7,Form B
relationship_response_5092,41,0.451,14.2,Form B
relationship_response_5093,40.3,0.403,-4,Form C
relationship_response_5094,77.3,0.885,45.3,Form C
relationship_response_5095,63.7,0.675,14.9,Form C
relationship_response_5096,70.9,0.421,31.9,Form B
relationship_response_5097,35.4,0.192,10.1,Form C
relationship_response_5098,35.3,0.396,4,Form C
relationship_response_5099,55,0.641,17.6,Form B
relationship_response_5100,20,0.375,-4.6,Form C
relationship_response_5101,58.8,0.627,15.3,Form A
relationship_response_5102,65.2,0.281,12.5,Form A
relationship_response_5103,47,0.368,4.3,Form B
relationship_response_5104,34.6,0.346,13.9,Form A
relationship_response_5105,48.4,0.237,14.4,Form B
relationship_response_5106,64.4,0.36,18.5,Form C
relationship_response_5107,59.3,0.413,10.6,Form C
relationship_response_5108,16.2,0.11,5.3,Form C
relationship_response_5109,9.3,0.068,-19.1,Form B
relationship_response_5110,72.6,0.621,22.3,Form A
relationship_response_5111,55.6,0.398,15.6,Form C
relationship_response_5112,41.8,0.318,7.1,Form A
relationship_response_5113,68,0.448,22.2,Form A
relationship_response_5114,76.9,0.795,23.4,Form A
relationship_response_5115,55.9,0.677,22.9,Form B
relationship_response_5116,41.3,0.464,5.4,Form B
relationship_response_5117,20.6,0.378,1.6,Form B
relationship_response_5118,41.8,0.5,9.8,Form A
relationship_response_5119,29.6,0.053,9.4,Form C
relationship_response_5120,33.1,0.286,-9.7,Form B
relationship_response_5121,59.1,0.684,18.3,Form C
relationship_response_5122,71.1,0.498,37.2,Form B
relationship_response_5123,61.1,0.772,15.6,Form A
relationship_response_5124,32.9,0.438,5.1,Form C
relationship_response_5125,41,0.521,7,Form A
relationship_response_5126,51,0.63,7.5,Form C
relationship_response_5127,35.2,0.43,7.4,Form C
relationship_response_5128,41,0.869,17.7,Form B
relationship_response_5129,85.8,0.851,22.3,Form C
relationship_response_5130,58,0.512,17.5,Form B
relationship_response_5131,25.9,0.206,-2.6,Form C
relationship_response_5132,87.8,0.906,36,Form B
relationship_response_5133,32.1,0.317,-3.5,Form A
relationship_response_5134,80.8,0.536,30.1,Form A
relationship_response_5135,71.6,0.745,17.9,Form B
relationship_response_5136,62.3,0.553,5.3,Form C
relationship_response_5137,69.5,0.505,37.2,Form B
relationship_response_5138,93,0.808,38.3,Form C
relationship_response_5139,32.8,0.168,10.1,Form A
relationship_response_5140,82.6,0.846,28.1,Form B
relationship_response_5141,54.9,0.348,10.8,Form C
relationship_response_5142,73.9,0.753,33.1,Form A
relationship_response_5143,39.8,0.263,4.1,Form C
relationship_response_5144,24.2,0.103,-7.8,Form B
relationship_response_5145,53.3,0.424,-5.9,Form C
relationship_response_5146,37.3,0.095,14.9,Form A
