case_id,task_family,predicted_mastery_probability,true_mastery_probability,observed_mastery
calibration_case_2884,Procedural fluency,0.3321,0.3347,1
calibration_case_2885,Conceptual explanation,0.7164,0.6453,1
calibration_case_2886,Multi-step modeling,0.2264,0.1991,0
calibration_case_2887,Procedural fluency,0.393,0.3858,0
calibration_case_2888,Procedural fluency,0.3141,0.3195,0
calibration_case_2889,Multi-step modeling,0.3328,0.28,0
calibration_case_2890,Procedural fluency,0.2074,0.2268,1
calibration_case_2891,Procedural fluency,0.9375,0.8979,1
calibration_case_2892,Multi-step modeling,0.3325,0.2798,0
calibration_case_2893,Procedural fluency,0.2601,0.2733,0
calibration_case_2894,Multi-step modeling,0.1913,0.1721,0
calibration_case_2895,Procedural fluency,0.4226,0.4104,1
calibration_case_2896,Conceptual explanation,0.4417,0.4069,1
calibration_case_2897,Conceptual explanation,0.2814,0.2754,0
calibration_case_2898,Multi-step modeling,0.4015,0.3328,1
calibration_case_2899,Procedural fluency,0.8009,0.7445,1
calibration_case_2900,Conceptual explanation,0.1176,0.1332,0
calibration_case_2901,Procedural fluency,0.7756,0.7194,0
calibration_case_2902,Conceptual explanation,0.3413,0.3247,1
calibration_case_2903,Conceptual explanation,0.2619,0.2591,0
calibration_case_2904,Procedural fluency,0.88,0.8283,1
calibration_case_2905,Multi-step modeling,0.6579,0.5472,0
calibration_case_2906,Multi-step modeling,0.5614,0.4619,1
calibration_case_2907,Multi-step modeling,0.4339,0.3581,1
calibration_case_2908,Procedural fluency,0.4336,0.4196,0
calibration_case_2909,Procedural fluency,0.4286,0.4155,0
calibration_case_2910,Multi-step modeling,0.5019,0.4125,1
calibration_case_2911,Procedural fluency,0.4624,0.4436,1
calibration_case_2912,Procedural fluency,0.3676,0.3645,1
calibration_case_2913,Procedural fluency,0.591,0.5521,0
calibration_case_2914,Procedural fluency,0.5403,0.5089,0
calibration_case_2915,Multi-step modeling,0.5704,0.4695,1
calibration_case_2916,Procedural fluency,0.9445,0.9072,1
calibration_case_2917,Conceptual explanation,0.7864,0.714,1
calibration_case_2918,Procedural fluency,0.6387,0.5935,0
calibration_case_2919,Multi-step modeling,0.3714,0.3096,1
calibration_case_2920,Multi-step modeling,0.1492,0.1391,0
calibration_case_2921,Procedural fluency,0.7737,0.7176,1
calibration_case_2922,Conceptual explanation,0.3331,0.318,0
calibration_case_2923,Multi-step modeling,0.6411,0.5318,1
calibration_case_2924,Conceptual explanation,0.4746,0.434,1
calibration_case_2925,Conceptual explanation,0.9489,0.9066,1
calibration_case_2926,Conceptual explanation,0.4279,0.3955,1
calibration_case_2927,Conceptual explanation,0.125,0.1401,0
calibration_case_2928,Conceptual explanation,0.4177,0.3872,0
calibration_case_2929,Procedural fluency,0.6974,0.646,1
calibration_case_2930,Procedural fluency,0.822,0.7659,1
calibration_case_2931,Procedural fluency,0.3765,0.372,1
calibration_case_2932,Procedural fluency,0.464,0.4449,0
calibration_case_2933,Procedural fluency,0.6587,0.6112,1
calibration_case_2934,Multi-step modeling,0.4076,0.3376,0
calibration_case_2935,Multi-step modeling,0.2371,0.2072,0
calibration_case_2936,Procedural fluency,0.7507,0.6955,1
calibration_case_2937,Conceptual explanation,0.811,0.7395,1
calibration_case_2938,Procedural fluency,0.4837,0.4614,1
calibration_case_2939,Procedural fluency,0.4515,0.4345,0
calibration_case_2940,Multi-step modeling,0.1715,0.1567,0
calibration_case_2941,Conceptual explanation,0.4215,0.3903,1
calibration_case_2942,Procedural fluency,0.8967,0.8475,1
calibration_case_2943,Procedural fluency,0.7524,0.6971,1
calibration_case_2944,Conceptual explanation,0.3245,0.3109,0
calibration_case_2945,Procedural fluency,0.7204,0.6671,1
calibration_case_2946,Conceptual explanation,0.2493,0.2486,0
calibration_case_2947,Multi-step modeling,0.3124,0.2645,0
calibration_case_2948,Multi-step modeling,0.2046,0.1823,0
calibration_case_2949,Multi-step modeling,0.727,0.6136,1
calibration_case_2950,Multi-step modeling,0.2525,0.219,0
calibration_case_2951,Multi-step modeling,0.1464,0.1369,0
calibration_case_2952,Procedural fluency,0.7073,0.655,1
calibration_case_2953,Conceptual explanation,0.8151,0.7439,1
calibration_case_2954,Conceptual explanation,0.5707,0.5148,1
calibration_case_2955,Multi-step modeling,0.0865,0.0879,0
calibration_case_2956,Conceptual explanation,0.3768,0.3538,0
calibration_case_2957,Conceptual explanation,0.6654,0.5981,0
calibration_case_2958,Procedural fluency,0.7729,0.7168,1
calibration_case_2959,Procedural fluency,0.4507,0.4338,1
calibration_case_2960,Procedural fluency,0.7281,0.6742,0
calibration_case_2961,Multi-step modeling,0.4716,0.3881,0
calibration_case_2962,Procedural fluency,0.4984,0.4737,1
calibration_case_2963,Multi-step modeling,0.4884,0.4015,1
calibration_case_2964,Multi-step modeling,0.0924,0.0929,0
calibration_case_2965,Procedural fluency,0.9511,0.9164,1
calibration_case_2966,Multi-step modeling,0.0318,0.038,0
calibration_case_2967,Multi-step modeling,0.5754,0.4739,1
calibration_case_2968,Multi-step modeling,0.496,0.4077,0
calibration_case_2969,Multi-step modeling,0.7742,0.6626,1
calibration_case_2970,Procedural fluency,0.8369,0.7814,1
calibration_case_2971,Multi-step modeling,0.207,0.1842,0
calibration_case_2972,Conceptual explanation,0.461,0.4228,0
calibration_case_2973,Procedural fluency,0.9173,0.8723,0
calibration_case_2974,Procedural fluency,0.9035,0.8555,1
calibration_case_2975,Procedural fluency,0.5552,0.5215,1
calibration_case_2976,Multi-step modeling,0.3714,0.3096,1
calibration_case_2977,Procedural fluency,0.65,0.6035,1
calibration_case_2978,Procedural fluency,0.1832,0.2049,0
calibration_case_2979,Conceptual explanation,0.5827,0.5251,0
calibration_case_2980,Multi-step modeling,0.447,0.3685,0
calibration_case_2981,Conceptual explanation,0.7691,0.6965,1
calibration_case_2982,Procedural fluency,0.6697,0.621,1
calibration_case_2983,Conceptual explanation,0.3648,0.3439,0
calibration_case_2984,Procedural fluency,0.5311,0.5012,1
calibration_case_2985,Procedural fluency,0.9608,0.93,1
calibration_case_2986,Conceptual explanation,0.7486,0.6762,1
calibration_case_2987,Conceptual explanation,0.0513,0.0672,1
calibration_case_2988,Procedural fluency,0.8876,0.837,1
calibration_case_2989,Multi-step modeling,0.2833,0.2424,0
calibration_case_2990,Procedural fluency,0.3891,0.3825,1
calibration_case_2991,Conceptual explanation,0.1608,0.1725,1
calibration_case_2992,Procedural fluency,0.833,0.7772,1
calibration_case_2993,Conceptual explanation,0.9424,0.8972,1
calibration_case_2994,Conceptual explanation,0.3892,0.3639,0
calibration_case_2995,Conceptual explanation,0.3278,0.3136,1
calibration_case_2996,Multi-step modeling,0.3856,0.3205,0
calibration_case_2997,Multi-step modeling,0.6707,0.5591,0
calibration_case_2998,Multi-step modeling,0.7134,0.6002,1
calibration_case_2999,Procedural fluency,0.8166,0.7603,1
calibration_case_3000,Conceptual explanation,0.1039,0.1203,1
calibration_case_3001,Conceptual explanation,0.589,0.5306,1
calibration_case_3002,Procedural fluency,0.8585,0.8045,1
calibration_case_3003,Multi-step modeling,0.21560000000000001,0.1908,0
calibration_case_3004,Procedural fluency,0.564,0.529,0
calibration_case_3005,Multi-step modeling,0.4088,0.3385,0
calibration_case_3006,Procedural fluency,0.7001,0.6484,0
calibration_case_3007,Conceptual explanation,0.4561,0.4188,0
calibration_case_3008,Conceptual explanation,0.4973,0.4529,0
calibration_case_3009,Procedural fluency,0.3117,0.3174,0
calibration_case_3010,Procedural fluency,0.4758,0.4547,0
calibration_case_3011,Multi-step modeling,0.4912,0.4038,0
calibration_case_3012,Multi-step modeling,0.1065,0.1046,0
calibration_case_3013,Procedural fluency,0.7407,0.6861,1
calibration_case_3014,Procedural fluency,0.6336,0.5891,0
calibration_case_3015,Procedural fluency,0.832,0.7763,0
calibration_case_3016,Multi-step modeling,0.92,0.8445,1
calibration_case_3017,Procedural fluency,0.4808,0.459,1
calibration_case_3018,Multi-step modeling,0.4525,0.3728,1
calibration_case_3019,Procedural fluency,0.7036,0.6516,0
calibration_case_3020,Conceptual explanation,0.8157,0.7445,0
calibration_case_3021,Conceptual explanation,0.9124,0.8567,1
calibration_case_3022,Multi-step modeling,0.3521,0.2948,0
calibration_case_3023,Multi-step modeling,0.2851,0.2438,1
calibration_case_3024,Conceptual explanation,0.1912,0.1991,0
calibration_case_3025,Conceptual explanation,0.8848,0.8224,1
calibration_case_3026,Procedural fluency,0.6479,0.6016,1
calibration_case_3027,Procedural fluency,0.5891,0.5505,1
calibration_case_3028,Procedural fluency,0.5085,0.4821,1
calibration_case_3029,Multi-step modeling,0.6633,0.5522,1
calibration_case_3030,Procedural fluency,0.5828,0.5451,0
calibration_case_3031,Multi-step modeling,0.6335,0.5249,0
calibration_case_3032,Conceptual explanation,0.4721,0.432,1
calibration_case_3033,Procedural fluency,0.4662,0.4468,0
calibration_case_3034,Conceptual explanation,0.5502,0.4973,1
calibration_case_3035,Multi-step modeling,0.0843,0.086,0
calibration_case_3036,Procedural fluency,0.7778,0.7216,0
calibration_case_3037,Procedural fluency,0.2907,0.2996,1
calibration_case_3038,Multi-step modeling,0.692,0.5793,1
calibration_case_3039,Conceptual explanation,0.5322,0.4821,0
calibration_case_3040,Conceptual explanation,0.4454,0.41,0
calibration_case_3041,Conceptual explanation,0.5727,0.5165,0
calibration_case_3042,Procedural fluency,0.4988,0.474,0
calibration_case_3043,Multi-step modeling,0.0634,0.0677,0
calibration_case_3044,Procedural fluency,0.8162,0.76,1
calibration_case_3045,Multi-step modeling,0.3919,0.3254,0
calibration_case_3046,Multi-step modeling,0.1675,0.1536,0
calibration_case_3047,Multi-step modeling,0.8195,0.7132,1
calibration_case_3048,Procedural fluency,0.5576,0.5236,0
calibration_case_3049,Multi-step modeling,0.1608,0.1483,0
calibration_case_3050,Procedural fluency,0.5058,0.4799,1
calibration_case_3051,Multi-step modeling,0.193,0.1734,0
calibration_case_3052,Procedural fluency,0.5446,0.5126,1
calibration_case_3053,Conceptual explanation,0.2326,0.2345,0
calibration_case_3054,Multi-step modeling,0.3967,0.3291,1
calibration_case_3055,Conceptual explanation,0.6585,0.5918,0
calibration_case_3056,Procedural fluency,0.8043,0.7478,0
calibration_case_3057,Conceptual explanation,0.775,0.7024,1
calibration_case_3058,Conceptual explanation,0.7436,0.6714,1
calibration_case_3059,Multi-step modeling,0.63,0.5217,1
calibration_case_3060,Procedural fluency,0.4054,0.3961,1
calibration_case_3061,Conceptual explanation,0.9103,0.8541,1
calibration_case_3062,Procedural fluency,0.6177,0.5752,1
calibration_case_3063,Conceptual explanation,0.7257,0.6542,0
calibration_case_3064,Multi-step modeling,0.2583,0.2234,1
calibration_case_3065,Procedural fluency,0.5157,0.4882,1
calibration_case_3066,Conceptual explanation,0.2818,0.2757,1
calibration_case_3067,Procedural fluency,0.5263,0.4971,0
calibration_case_3068,Procedural fluency,0.7515,0.6963,1
calibration_case_3069,Conceptual explanation,0.773,0.7004,0
calibration_case_3070,Multi-step modeling,0.654,0.5436,1
calibration_case_3071,Multi-step modeling,0.6024,0.4972,1
calibration_case_3072,Conceptual explanation,0.7445,0.6723,1
calibration_case_3073,Multi-step modeling,0.2832,0.2423,0
calibration_case_3074,Conceptual explanation,0.7995,0.7275,0
calibration_case_3075,Conceptual explanation,0.8556,0.7883,1
calibration_case_3076,Conceptual explanation,0.5036,0.4581,0
calibration_case_3077,Procedural fluency,0.5173,0.4895,0
calibration_case_3078,Multi-step modeling,0.3665,0.3058,0
calibration_case_3079,Multi-step modeling,0.2487,0.2161,0
calibration_case_3080,Multi-step modeling,0.1683,0.1542,1
calibration_case_3081,Procedural fluency,0.8787,0.8268,1
calibration_case_3082,Procedural fluency,0.3641,0.3616,1
calibration_case_3083,Multi-step modeling,0.8818,0.7905,1
calibration_case_3084,Conceptual explanation,0.5201,0.472,0
calibration_case_3085,Multi-step modeling,0.7072,0.594,1
calibration_case_3086,Procedural fluency,0.8813,0.8298,1
calibration_case_3087,Procedural fluency,0.8925,0.8426,1
calibration_case_3088,Procedural fluency,0.1993,0.2196,0
calibration_case_3089,Multi-step modeling,0.6467,0.5369,1
calibration_case_3090,Procedural fluency,0.3101,0.3161,1
calibration_case_3091,Multi-step modeling,0.5399,0.4438,0
calibration_case_3092,Procedural fluency,0.5447,0.5126,1
calibration_case_3093,Conceptual explanation,0.5046,0.4589,1
calibration_case_3094,Conceptual explanation,0.5346,0.4841,1
calibration_case_3095,Procedural fluency,0.4162,0.4051,1
calibration_case_3096,Multi-step modeling,0.228,0.2003,0
calibration_case_3097,Conceptual explanation,0.359,0.3392,0
calibration_case_3098,Conceptual explanation,0.2714,0.2671,0
calibration_case_3099,Procedural fluency,0.7238,0.6702,1
calibration_case_3100,Procedural fluency,0.7339,0.6796,0
calibration_case_3101,Procedural fluency,0.6438,0.598,0
calibration_case_3102,Conceptual explanation,0.3504,0.3322,0
calibration_case_3103,Procedural fluency,0.2954,0.3036,0
calibration_case_3104,Procedural fluency,0.9242,0.8809,1
calibration_case_3105,Conceptual explanation,0.5339,0.4836,1
calibration_case_3106,Procedural fluency,0.2698,0.2816,1
calibration_case_3107,Conceptual explanation,0.5036,0.4581,0
calibration_case_3108,Conceptual explanation,0.7566,0.6841,1
calibration_case_3109,Multi-step modeling,0.4391,0.3623,0
calibration_case_3110,Procedural fluency,0.532,0.502,0
calibration_case_3111,Multi-step modeling,0.4429,0.3652,0
calibration_case_3112,Procedural fluency,0.8068,0.7503,0
calibration_case_3113,Procedural fluency,0.4284,0.4153,1
calibration_case_3114,Conceptual explanation,0.447,0.4113,1
calibration_case_3115,Conceptual explanation,0.2395,0.2404,1
calibration_case_3116,Conceptual explanation,0.3417,0.325,1
calibration_case_3117,Procedural fluency,0.6403,0.5949,1
calibration_case_3118,Conceptual explanation,0.6327,0.5687,1
calibration_case_3119,Multi-step modeling,0.3211,0.2711,0
calibration_case_3120,Multi-step modeling,0.3535,0.2959,0
calibration_case_3121,Conceptual explanation,0.8549,0.7875,1
calibration_case_3122,Multi-step modeling,0.0709,0.0744,0
calibration_case_3123,Conceptual explanation,0.8011,0.7292,1
calibration_case_3124,Multi-step modeling,0.9207,0.8455,0
calibration_case_3125,Multi-step modeling,0.5552,0.4566,1
calibration_case_3126,Multi-step modeling,0.3675,0.3066,1
calibration_case_3127,Procedural fluency,0.6389,0.5937,0
calibration_case_3128,Procedural fluency,0.8823,0.8309,1
calibration_case_3129,Procedural fluency,0.0905,0.1153,1
calibration_case_3130,Procedural fluency,0.5882,0.5497,1
calibration_case_3131,Procedural fluency,0.948,0.9121,1
calibration_case_3132,Procedural fluency,0.3264,0.3299,1
calibration_case_3133,Procedural fluency,0.9808,0.9609,1
calibration_case_3134,Conceptual explanation,0.4853,0.4429,0
calibration_case_3135,Conceptual explanation,0.0495,0.0652,0
calibration_case_3136,Multi-step modeling,0.0924,0.0928,0
calibration_case_3137,Procedural fluency,0.6308,0.5866,0
calibration_case_3138,Conceptual explanation,0.3947,0.3684,1
calibration_case_3139,Multi-step modeling,0.3015,0.2562,0
calibration_case_3140,Multi-step modeling,0.7718,0.6601,1
calibration_case_3141,Conceptual explanation,0.404,0.376,0
calibration_case_3142,Multi-step modeling,0.5718,0.4707,1
calibration_case_3143,Multi-step modeling,0.6377,0.5287,1
calibration_case_3144,Conceptual explanation,0.667,0.5995,1
calibration_case_3145,Conceptual explanation,0.65,0.5841,0
calibration_case_3146,Procedural fluency,0.6743,0.6251,0
calibration_case_3147,Procedural fluency,0.5025,0.4771,0
calibration_case_3148,Procedural fluency,0.5095,0.483,0
calibration_case_3149,Procedural fluency,0.6558,0.6087,0
calibration_case_3150,Multi-step modeling,0.5872,0.484,1
calibration_case_3151,Procedural fluency,0.4147,0.4039,0
calibration_case_3152,Procedural fluency,0.401,0.3924,0
calibration_case_3153,Conceptual explanation,0.8919,0.831,1
calibration_case_3154,Multi-step modeling,0.4857,0.3994,0
calibration_case_3155,Procedural fluency,0.3949,0.3874,0
calibration_case_3156,Multi-step modeling,0.2666,0.2297,1
calibration_case_3157,Conceptual explanation,0.141,0.1547,0
calibration_case_3158,Multi-step modeling,0.056,0.0611,0
calibration_case_3159,Procedural fluency,0.3147,0.32,1
calibration_case_3160,Conceptual explanation,0.3421,0.3254,0
calibration_case_3161,Procedural fluency,0.5739,0.5375,1
calibration_case_3162,Multi-step modeling,0.6061,0.5005,0
calibration_case_3163,Conceptual explanation,0.2099,0.2153,0
calibration_case_3164,Procedural fluency,0.7604,0.7048,1
calibration_case_3165,Multi-step modeling,0.464,0.382,1
calibration_case_3166,Multi-step modeling,0.7158,0.6025,1
calibration_case_3167,Conceptual explanation,0.4501,0.4138,0
calibration_case_3168,Multi-step modeling,0.798,0.6887,0
calibration_case_3169,Conceptual explanation,0.5061,0.4602,0
calibration_case_3170,Procedural fluency,0.8254,0.7694,0
calibration_case_3171,Conceptual explanation,0.2669,0.2633,0
calibration_case_3172,Conceptual explanation,0.8403,0.7711,1
calibration_case_3173,Conceptual explanation,0.6718,0.6039,1
calibration_case_3174,Procedural fluency,0.5035,0.4779,0
calibration_case_3175,Conceptual explanation,0.7261,0.6545,1
calibration_case_3176,Multi-step modeling,0.4869,0.4003,1
calibration_case_3177,Procedural fluency,0.1378,0.1624,0
calibration_case_3178,Conceptual explanation,0.3837,0.3594,1
calibration_case_3179,Procedural fluency,0.3726,0.36870000000000003,1
calibration_case_3180,Procedural fluency,0.8078,0.7513,1
